InventoryID,DateKey,VehicleKey,StockLevel
47,20230601,236,12
47,20230701,236,3
47,20230801,236,5
47,20230901,236,12
47,20231001,236,4
47,20231101,236,6
47,20231201,236,18
48,20230101,238,6
48,20230201,238,8
48,20230301,238,10
48,20230401,238,11
48,20230501,238,14
48,20230601,238,20
48,20230701,238,5
48,20230801,238,12
48,20230901,238,17
48,20231001,238,3
48,20231101,238,14
48,20231201,238,10
49,20230101,240,17
49,20230201,240,4
49,20230301,240,14
49,20230401,240,16
49,20230501,240,19
49,20230601,240,7
49,20230701,240,12
49,20230801,240,6
49,20230901,240,13
49,20231001,240,16
49,20231101,240,17
49,20231201,240,12
50,20230101,244,15
50,20230201,244,9
50,20230301,244,16
50,20230401,244,11
50,20230501,244,7
50,20230601,244,5
50,20230701,244,7
50,20230801,244,9
50,20230901,244,9
50,20231001,244,19
50,20231101,244,12
50,20231201,244,15
51,20230101,248,20
51,20230201,248,8
51,20230301,248,10
51,20230401,248,15
51,20230501,248,4
51,20230601,248,2
51,20230701,248,9
51,20230801,248,11
51,20230901,248,9
51,20231001,248,19
51,20231101,248,15
51,20231201,248,13
52,20230101,252,20
52,20230201,252,18
52,20230301,252,17
52,20230401,252,7
52,20230501,252,3
52,20230601,252,15
52,20230701,252,18
52,20230801,252,16
52,20230901,252,16
52,20231001,252,2
52,20231101,252,9
52,20231201,252,15
53,20230101,254,20
53,20230201,254,7
53,20230301,254,12
53,20230401,254,0
53,20230501,254,18
53,20230601,254,18
53,20230701,254,12
53,20230801,254,1
53,20230901,254,14
53,20231001,254,19
53,20231101,254,2
53,20231201,254,14
54,20230101,256,9
54,20230201,256,13
54,20230301,256,6
54,20230401,256,17
54,20230501,256,16
54,20230601,256,3
54,20230701,256,14
54,20230801,256,16
54,20230901,256,16
54,20231001,256,18
54,20231101,256,11
54,20231201,256,5
55,20230101,257,9
55,20230201,257,0
55,20230301,257,14
55,20230401,257,10
55,20230501,257,7
55,20230601,257,0
55,20230701,257,16
55,20230801,257,4
55,20230901,257,4
55,20231001,257,15
55,20231101,257,15
55,20231201,257,4
56,20230101,259,20
56,20230201,259,2
56,20230301,259,17
56,20230401,259,3
56,20230501,259,11
56,20230601,259,1
56,20230701,259,0
56,20230801,259,13
56,20230901,259,12
56,20231001,259,19
56,20231101,259,15
56,20231201,259,7
57,20230101,261,19
57,20230201,261,3
57,20230301,261,12
57,20230401,261,11
57,20230501,261,1
57,20230601,261,1
57,20230701,261,13
57,20230801,261,8
57,20230901,261,1
57,20231001,261,11
57,20231101,261,8
57,20231201,261,11
58,20230101,275,14
58,20230201,275,20
58,20230301,275,17
58,20230401,275,12
58,20230501,275,12
58,20230601,275,4
58,20230701,275,0
58,20230801,275,14
58,20230901,275,7
58,20231001,275,14
58,20231101,275,5
58,20231201,275,15
59,20230101,289,6
59,20230201,289,0
59,20230301,289,8
59,20230401,289,13
59,20230501,289,9
59,20230601,289,8
59,20230701,289,8
59,20230801,289,7
59,20230901,289,8
59,20231001,289,18
59,20231101,289,15
59,20231201,289,16
60,20230101,295,5
60,20230201,295,6
60,20230301,295,18
60,20230401,295,16
60,20230501,295,18
60,20230601,295,13
60,20230701,295,7
60,20230801,295,6
60,20230901,295,5
60,20231001,295,6
60,20231101,295,0
60,20231201,295,11
61,20230101,299,6
61,20230201,299,12
61,20230301,299,8
61,20230401,299,7
61,20230501,299,2
61,20230601,299,0
61,20230701,299,5
61,20230801,299,7
61,20230901,299,7
61,20231001,299,15
61,20231101,299,6
61,20231201,299,12
62,20230101,303,20
62,20230201,303,2
62,20230301,303,18
62,20230401,303,15
62,20230501,303,8
62,20230601,303,14
62,20230701,303,12
62,20230801,303,7
62,20230901,303,6
62,20231001,303,15
62,20231101,303,10
62,20231201,303,16
63,20230101,308,14
63,20230201,308,1
63,20230301,308,11
63,20230401,308,19
63,20230501,308,14
63,20230601,308,6
63,20230701,308,17
63,20230801,308,17
63,20230901,308,17
63,20231001,308,16
63,20231101,308,16
63,20231201,308,20
64,20230101,325,4
64,20230201,325,3
64,20230301,325,19
64,20230401,325,18
64,20230501,325,12
64,20230601,325,18
64,20230701,325,0
64,20230801,325,0
64,20230901,325,8
64,20231001,325,8
64,20231101,325,0
64,20231201,325,0
65,20230101,342,16
65,20230201,342,18
65,20230301,342,6
65,20230401,342,17
65,20230501,342,2
65,20230601,342,6
65,20230701,342,15
65,20230801,342,5
65,20230901,342,2
65,20231001,342,11
65,20231101,342,8
65,20231201,342,4
66,20230101,359,11
66,20230201,359,13
66,20230301,359,5
66,20230401,359,2
66,20230501,359,11
66,20230601,359,6
66,20230701,359,0
66,20230801,359,3
66,20230901,359,10
66,20231001,359,10
66,20231101,359,13
66,20231201,359,9
67,20230101,381,9
67,20230201,381,15
67,20230301,381,14
67,20230401,381,0
67,20230501,381,19
67,20230601,381,1
67,20230701,381,6
67,20230801,381,17
67,20230901,381,0
67,20231001,381,0
67,20231101,381,9
67,20231201,381,19
68,20230101,399,15
68,20230201,399,12
68,20230301,399,8
68,20230401,399,20
68,20230501,399,19
68,20230601,399,20
68,20230701,399,1
68,20230801,399,14
68,20230901,399,18
68,20231001,399,1
68,20231101,399,15
68,20231201,399,1
69,20230101,412,1
69,20230201,412,15
69,20230301,412,13
69,20230401,412,12
69,20230501,412,11
69,20230601,412,5
69,20230701,412,4
69,20230801,412,4
69,20230901,412,6
69,20231001,412,4
69,20231101,412,4
69,20231201,412,1
70,20230101,418,18
70,20230201,418,13
70,20230301,418,3
70,20230401,418,5
70,20230501,418,9
70,20230601,418,2
70,20230701,418,16
70,20230801,418,6
70,20230901,418,7
70,20231001,418,18
70,20231101,418,10
70,20231201,418,18
71,20230101,422,10
71,20230201,422,6
71,20230301,422,3
71,20230401,422,4
71,20230501,422,18
71,20230601,422,10
71,20230701,422,5
71,20230801,422,7
71,20230901,422,17
71,20231001,422,12
71,20231101,422,9
71,20231201,422,15
72,20230101,426,7
72,20230201,426,17
72,20230301,426,1
72,20230401,426,4
72,20230501,426,1
72,20230601,426,15
72,20230701,426,3
72,20230801,426,0
72,20230901,426,16
72,20231001,426,13
72,20231101,426,7
72,20231201,426,1
73,20230101,438,3
73,20230201,438,12
73,20230301,438,20
73,20230401,438,19
73,20230501,438,8
73,20230601,438,7
73,20230701,438,20
73,20230801,438,6
73,20230901,438,9
73,20231001,438,15
73,20231101,438,7
73,20231201,438,1
74,20230101,447,0
74,20230201,447,18
74,20230301,447,0
74,20230401,447,9
74,20230501,447,3
74,20230601,447,9
74,20230701,447,4
74,20230801,447,18
74,20230901,447,3
74,20231001,447,15
74,20231101,447,14
74,20231201,447,14
75,20230101,455,17
75,20230201,455,14
75,20230301,455,15
75,20230401,455,17
75,20230501,455,11
75,20230601,455,7
75,20230701,455,13
75,20230801,455,11
75,20230901,455,9
75,20231001,455,13
75,20231101,455,4
75,20231201,455,19
76,20230101,457,11
76,20230201,457,0
76,20230301,457,15
76,20230401,457,16
76,20230501,457,7
76,20230601,457,10
76,20230701,457,10
76,20230801,457,19
76,20230901,457,5
76,20231001,457,1
76,20231101,457,7
76,20231201,457,20
77,20230101,459,13
77,20230201,459,5
77,20230301,459,14
77,20230401,459,7
77,20230501,459,18
77,20230601,459,7
77,20230701,459,13
77,20230801,459,9
77,20230901,459,13
77,20231001,459,13
77,20231101,459,14
77,20231201,459,2
78,20230101,460,9
78,20230201,460,3
78,20230301,460,14
78,20230401,460,11
78,20230501,460,6
78,20230601,460,6
78,20230701,460,7
78,20230801,460,8
78,20230901,460,18
78,20231001,460,17
78,20231101,460,18
78,20231201,460,6
79,20230101,461,18
79,20230201,461,9
79,20230301,461,4
79,20230401,461,9
79,20230501,461,14
79,20230601,461,18
79,20230701,461,1
79,20230801,461,20
79,20230901,461,1
79,20231001,461,14
79,20231101,461,9
79,20231201,461,16
80,20230101,463,4
80,20230201,463,3
80,20230301,463,11
80,20230401,463,5
80,20230501,463,8
80,20230601,463,1
80,20230701,463,19
80,20230801,463,17
80,20230901,463,2
80,20231001,463,6
80,20231101,463,7
80,20231201,463,9
81,20230101,465,7
81,20230201,465,0
81,20230301,465,3
81,20230401,465,7
81,20230501,465,2
81,20230601,465,16
81,20230701,465,20
81,20230801,465,16
81,20230901,465,20
81,20231001,465,1
81,20231101,465,10
81,20231201,465,13
82,20230101,467,0
82,20230201,467,1
82,20230301,467,19
82,20230401,467,15
82,20230501,467,20
82,20230601,467,8
82,20230701,467,11
82,20230801,467,5
82,20230901,467,4
82,20231001,467,13
82,20231101,467,19
82,20231201,467,14
83,20230101,469,1
83,20230201,469,19
83,20230301,469,13
83,20230401,469,20
83,20230501,469,4
83,20230601,469,7
83,20230701,469,6
83,20230801,469,3
83,20230901,469,19
83,20231001,469,5
83,20231101,469,4
83,20231201,469,4
84,20230101,472,19
84,20230201,472,5
84,20230301,472,15
84,20230401,472,14
84,20230501,472,4
84,20230601,472,14
84,20230701,472,1
84,20230801,472,8
84,20230901,472,10
84,20231001,472,11
84,20231101,472,6
84,20231201,472,4
85,20230101,475,4
85,20230201,475,8
85,20230301,475,17
85,20230401,475,15
85,20230501,475,13
85,20230601,475,8
85,20230701,475,1
85,20230801,475,2
85,20230901,475,8
85,20231001,475,17
85,20231101,475,13
85,20231201,475,4
86,20230101,478,19
86,20230201,478,13
86,20230301,478,1
86,20230401,478,20
86,20230501,478,6
86,20230601,478,5
86,20230701,478,15
86,20230801,478,9
86,20230901,478,10
86,20231001,478,5
86,20231101,478,19
86,20231201,478,2
87,20230101,480,0
87,20230201,480,7
87,20230301,480,20
87,20230401,480,14
87,20230501,480,12
87,20230601,480,18
87,20230701,480,1
87,20230801,480,12
87,20230901,480,1
87,20231001,480,19
87,20231101,480,5
87,20231201,480,13
88,20230101,488,4
88,20230201,488,13
88,20230301,488,1
88,20230401,488,2
88,20230501,488,5
88,20230601,488,15
88,20230701,488,5
88,20230801,488,7
88,20230901,488,16
88,20231001,488,15
88,20231101,488,14
88,20231201,488,9
89,20230101,497,14
89,20230201,497,4
89,20230301,497,11
89,20230401,497,10
89,20230501,497,4
89,20230601,497,11
89,20230701,497,19
89,20230801,497,1
89,20230901,497,9
89,20231001,497,19
89,20231101,497,12
89,20231201,497,12
90,20230101,506,19
90,20230201,506,3
90,20230301,506,11
90,20230401,506,18
90,20230501,506,7
90,20230601,506,5
90,20230701,506,1
90,20230801,506,5
90,20230901,506,19
90,20231001,506,11
90,20231101,506,0
90,20231201,506,14
91,20230101,510,15
91,20230201,510,9
91,20230301,510,19
91,20230401,510,12
91,20230501,510,20
91,20230601,510,9
91,20230701,510,15
91,20230801,510,15
91,20230901,510,17
91,20231001,510,15
91,20231101,510,17
91,20231201,510,18
92,20230101,513,9
92,20230201,513,3
92,20230301,513,1
92,20230401,513,9
92,20230501,513,18
92,20230601,513,3
92,20230701,513,1
92,20230801,513,18
92,20230901,513,13
92,20231001,513,14
92,20231101,513,3
92,20231201,513,2
93,20230101,516,10
93,20230201,516,16
93,20230301,516,11
93,20230401,516,13
93,20230501,516,15
93,20230601,516,15
93,20230701,516,15
93,20230801,516,15
93,20230901,516,15
93,20231001,516,10
93,20231101,516,1
93,20231201,516,17
94,20230101,524,16
94,20230201,524,5
94,20230301,524,3
94,20230401,524,6
94,20230501,524,11
94,20230601,524,2
94,20230701,524,16
94,20230801,524,5
94,20230901,524,3
94,20231001,524,0
94,20231101,524,8
94,20231201,524,12
95,20230101,532,13
95,20230201,532,14
95,20230301,532,16
95,20230401,532,1
95,20230501,532,16
95,20230601,532,9
95,20230701,532,9
95,20230801,532,2
95,20230901,532,17
95,20231001,532,11
95,20231101,532,19
95,20231201,532,7
96,20230101,533,9
96,20230201,533,20
96,20230301,533,19
96,20230401,533,15
96,20230501,533,2
96,20230601,533,11
96,20230701,533,10
96,20230801,533,0
96,20230901,533,15
96,20231001,533,17
96,20231101,533,7
96,20231201,533,20
97,20230101,536,20
97,20230201,536,6
97,20230301,536,18
97,20230401,536,20
97,20230501,536,9
97,20230601,536,5
97,20230701,536,15
97,20230801,536,10
97,20230901,536,4
97,20231001,536,12
97,20231101,536,20
97,20231201,536,15
98,20230101,540,20
98,20230201,540,10
98,20230301,540,18
98,20230401,540,18
98,20230501,540,7
98,20230601,540,14
98,20230701,540,12
98,20230801,540,3
98,20230901,540,0
98,20231001,540,4
98,20231101,540,3
98,20231201,540,3
99,20230101,541,9
99,20230201,541,10
99,20230301,541,5
99,20230401,541,15
99,20230501,541,7
99,20230601,541,16
99,20230701,541,13
99,20230801,541,20
99,20230901,541,12
99,20231001,541,12
99,20231101,541,9
99,20231201,541,11
100,20230101,542,10
100,20230201,542,9
100,20230301,542,3
100,20230401,542,7
100,20230501,542,13
100,20230601,542,0
100,20230701,542,14
100,20230801,542,18
100,20230901,542,9
100,20231001,542,9
100,20231101,542,18
100,20231201,542,2
101,20230101,543,20
101,20230201,543,4
101,20230301,543,5
101,20230401,543,8
101,20230501,543,15
101,20230601,543,18
101,20230701,543,5
101,20230801,543,8
101,20230901,543,8
101,20231001,543,19
101,20231101,543,14
101,20231201,543,20
102,20230101,554,7
102,20230201,554,3
102,20230301,554,9
102,20230401,554,6
102,20230501,554,5
102,20230601,554,1
102,20230701,554,9
102,20230801,554,14
102,20230901,554,5
102,20231001,554,16
102,20231101,554,6
102,20231201,554,19
103,20230101,565,8
103,20230201,565,3
103,20230301,565,17
103,20230401,565,1
103,20230501,565,20
103,20230601,565,9
103,20230701,565,2
103,20230801,565,10
103,20230901,565,11
103,20231001,565,3
103,20231101,565,10
103,20231201,565,4
104,20230101,571,14
104,20230201,571,8
104,20230301,571,5
104,20230401,571,9
104,20230501,571,5
104,20230601,571,9
104,20230701,571,13
104,20230801,571,20
104,20230901,571,0
104,20231001,571,15
104,20231101,571,20
104,20231201,571,0
105,20230101,576,0
105,20230201,576,20
105,20230301,576,12
105,20230401,576,1
105,20230501,576,10
105,20230601,576,1
105,20230701,576,18
105,20230801,576,4
105,20230901,576,14
105,20231001,576,12
105,20231101,576,5
105,20231201,576,16
106,20230101,581,18
106,20230201,581,10
106,20230301,581,5
106,20230401,581,18
106,20230501,581,2
106,20230601,581,15
106,20230701,581,6
106,20230801,581,14
106,20230901,581,2
106,20231001,581,14
106,20231101,581,12
106,20231201,581,16
107,20230101,584,2
107,20230201,584,2
107,20230301,584,14
107,20230401,584,7
107,20230501,584,2
107,20230601,584,13
107,20230701,584,4
107,20230801,584,13
107,20230901,584,3
107,20231001,584,7
107,20231101,584,15
107,20231201,584,5
108,20230101,593,9
108,20230201,593,14
108,20230301,593,12
108,20230401,593,3
108,20230501,593,12
108,20230601,593,7
108,20230701,593,12
108,20230801,593,18
108,20230901,593,17
108,20231001,593,0
108,20231101,593,18
108,20231201,593,19
109,20230101,599,4
109,20230201,599,1
109,20230301,599,14
109,20230401,599,1
109,20230501,599,17
109,20230601,599,10
109,20230701,599,7
109,20230801,599,4
109,20230901,599,0
109,20231001,599,20
109,20231101,599,4
109,20231201,599,15
110,20230101,601,11
110,20230201,601,6
110,20230301,601,8
110,20230401,601,15
110,20230501,601,15
110,20230601,601,2
110,20230701,601,5
110,20230801,601,7
110,20230901,601,12
110,20231001,601,0
110,20231101,601,7
110,20231201,601,20
111,20230101,603,18
111,20230201,603,12
111,20230301,603,9
111,20230401,603,5
111,20230501,603,13
111,20230601,603,3
111,20230701,603,6
111,20230801,603,3
111,20230901,603,18
111,20231001,603,14
111,20231101,603,1
111,20231201,603,13
112,20230101,605,4
112,20230201,605,9
112,20230301,605,14
112,20230401,605,6
112,20230501,605,9
112,20230601,605,10
112,20230701,605,5
112,20230801,605,19
112,20230901,605,13
112,20231001,605,13
112,20231101,605,1
112,20231201,605,7
113,20230101,606,15
113,20230201,606,6
113,20230301,606,14
113,20230401,606,2
113,20230501,606,13
113,20230601,606,15
113,20230701,606,2
113,20230801,606,15
113,20230901,606,20
113,20231001,606,16
113,20231101,606,1
113,20231201,606,18
114,20230101,608,20
114,20230201,608,9
114,20230301,608,4
114,20230401,608,1
114,20230501,608,0
114,20230601,608,14
114,20230701,608,12
114,20230801,608,4
114,20230901,608,8
114,20231001,608,12
114,20231101,608,11
114,20231201,608,13
115,20230101,610,8
115,20230201,610,1
115,20230301,610,9
115,20230401,610,8
115,20230501,610,4
115,20230601,610,9
115,20230701,610,2
115,20230801,610,7
115,20230901,610,0
115,20231001,610,0
115,20231101,610,0
115,20231201,610,7
116,20230101,612,14
116,20230201,612,7
116,20230301,612,0
116,20230401,612,16
116,20230501,612,13
116,20230601,612,3
116,20230701,612,14
116,20230801,612,12
116,20230901,612,18
116,20231001,612,11
116,20231101,612,13
116,20231201,612,7
117,20230101,615,9
117,20230201,615,11
117,20230301,615,4
